1	12	13	20	21	22	
2	11	14	19	18	23	
3	10	15	16	17	24	
4	9	8	31	30	25	
5	6	7	32	29	26	
0	35	34	33	28	27	

1	12	13	20	21	22	
2	11	14	19	18	23	
3	10	15	16	17	24	
4	9	8	27	26	25	
5	6	7	28	29	30	
0	35	34	33	32	31	

1	12	13	14	25	26	
2	11	16	15	24	27	
3	10	17	18	23	28	
4	9	8	19	22	29	
5	6	7	20	21	30	
0	35	34	33	32	31	

1	12	13	14	23	24	
2	11	16	15	22	25	
3	10	17	18	21	26	
4	9	8	19	20	27	
5	6	7	32	31	28	
0	35	34	33	30	29	

1	12	13	14	21	22	
2	11	16	15	20	23	
3	10	17	18	19	24	
4	9	8	31	30	25	
5	6	7	32	29	26	
0	35	34	33	28	27	

1	12	13	14	21	22	
2	11	16	15	20	23	
3	10	17	18	19	24	
4	9	8	27	26	25	
5	6	7	28	29	30	
0	35	34	33	32	31	

1	12	13	14	15	16	
2	11	28	27	26	17	
3	10	29	30	25	18	
4	9	8	31	24	19	
5	6	7	32	23	20	
0	35	34	33	22	21	

1	12	13	14	15	16	
2	11	24	23	22	17	
3	10	25	26	21	18	
4	9	8	27	20	19	
5	6	7	28	29	30	
0	35	34	33	32	31	

1	12	13	14	15	16	
2	11	22	21	20	17	
3	10	23	24	19	18	
4	9	8	25	28	29	
5	6	7	26	27	30	
0	35	34	33	32	31	

1	12	13	14	15	16	
2	11	22	21	20	17	
3	10	23	24	19	18	
4	9	8	25	26	27	
5	6	7	32	31	28	
0	35	34	33	30	29	

1	12	13	14	15	16	
2	11	20	19	18	17	
3	10	21	22	27	28	
4	9	8	23	26	29	
5	6	7	24	25	30	
0	35	34	33	32	31	

1	12	13	14	15	16	
2	11	20	19	18	17	
3	10	21	22	25	26	
4	9	8	23	24	27	
5	6	7	32	31	28	
0	35	34	33	30	29	

1	12	13	14	15	16	
2	11	20	19	18	17	
3	10	21	22	23	24	
4	9	8	31	30	25	
5	6	7	32	29	26	
0	35	34	33	28	27	

1	12	13	14	15	16	
2	11	20	19	18	17	
3	10	21	22	23	24	
4	9	8	27	26	25	
5	6	7	28	29	30	
0	35	34	33	32	31	

1	14	15	16	25	26	
2	13	12	17	24	27	
3	10	11	18	23	28	
4	9	8	19	22	29	
5	6	7	20	21	30	
0	35	34	33	32	31	

1	14	15	16	23	24	
2	13	12	17	22	25	
3	10	11	18	21	26	
4	9	8	19	20	27	
5	6	7	32	31	28	
0	35	34	33	30	29	

1	14	15	16	21	22	
2	13	12	17	20	23	
3	10	11	18	19	24	
4	9	8	31	30	25	
5	6	7	32	29	26	
0	35	34	33	28	27	

1	14	15	16	21	22	
2	13	12	17	20	23	
3	10	11	18	19	24	
4	9	8	27	26	25	
5	6	7	28	29	30	
0	35	34	33	32	31	

1	14	15	16	19	20	
2	13	12	17	18	21	
3	10	11	30	29	22	
4	9	8	31	28	23	
5	6	7	32	27	24	
0	35	34	33	26	25	

1	14	15	16	19	20	
2	13	12	17	18	21	
3	10	11	26	25	22	
4	9	8	27	24	23	
5	6	7	28	29	30	
0	35	34	33	32	31	

1	14	15	16	19	20	
2	13	12	17	18	21	
3	10	11	24	23	22	
4	9	8	25	28	29	
5	6	7	26	27	30	
0	35	34	33	32	31	

1	14	15	16	19	20	
2	13	12	17	18	21	
3	10	11	24	23	22	
4	9	8	25	26	27	
5	6	7	32	31	28	
0	35	34	33	30	29	

1	14	15	16	17	18	
2	13	12	29	28	19	
3	10	11	30	27	20	
4	9	8	31	26	21	
5	6	7	32	25	22	
0	35	34	33	24	23	

1	14	15	16	17	18	
2	13	12	25	24	19	
3	10	11	26	23	20	
4	9	8	27	22	21	
5	6	7	28	29	30	
0	35	34	33	32	31	

1	14	15	16	17	18	
2	13	12	23	22	19	
3	10	11	24	21	20	
4	9	8	25	28	29	
5	6	7	26	27	30	
0	35	34	33	32	31	

1	14	15	16	17	18	
2	13	12	23	22	19	
3	10	11	24	21	20	
4	9	8	25	26	27	
5	6	7	32	31	28	
0	35	34	33	30	29	

1	14	15	16	17	18	
2	13	12	21	20	19	
3	10	11	22	27	28	
4	9	8	23	26	29	
5	6	7	24	25	30	
0	35	34	33	32	31	

1	14	15	16	17	18	
2	13	12	21	20	19	
3	10	11	22	25	26	
4	9	8	23	24	27	
5	6	7	32	31	28	
0	35	34	33	30	29	

1	14	15	16	17	18	
2	13	12	21	20	19	
3	10	11	22	23	24	
4	9	8	31	30	25	
5	6	7	32	29	26	
0	35	34	33	28	27	

1	14	15	16	17	18	
2	13	12	21	20	19	
3	10	11	22	23	24	
4	9	8	27	26	25	
5	6	7	28	29	30	
0	35	34	33	32	31	

1	16	17	18	19	20	
2	15	14	13	22	21	
3	10	11	12	23	24	
4	9	8	31	30	25	
5	6	7	32	29	26	
0	35	34	33	28	27	

1	16	17	18	19	20	
2	15	14	13	22	21	
3	10	11	12	23	24	
4	9	8	27	26	25	
5	6	7	28	29	30	
0	35	34	33	32	31	

1	22	23	24	25	26	
2	21	20	19	18	27	
3	10	11	12	17	28	
4	9	8	13	16	29	
5	6	7	14	15	30	
0	35	34	33	32	31	

1	20	21	22	23	24	
2	19	18	17	16	25	
3	10	11	12	15	26	
4	9	8	13	14	27	
5	6	7	32	31	28	
0	35	34	33	30	29	

1	18	19	20	21	22	
2	17	16	15	14	23	
3	10	11	12	13	24	
4	9	8	31	30	25	
5	6	7	32	29	26	
0	35	34	33	28	27	

1	18	19	20	21	22	
2	17	16	15	14	23	
3	10	11	12	13	24	
4	9	8	27	26	25	
5	6	7	28	29	30	
0	35	34	33	32	31	

1	18	19	20	21	22	
2	17	12	11	24	23	
3	16	13	10	25	26	
4	15	14	9	28	27	
5	6	7	8	29	30	
0	35	34	33	32	31	

1	16	17	20	21	22	
2	15	18	19	24	23	
3	14	11	10	25	26	
4	13	12	9	28	27	
5	6	7	8	29	30	
0	35	34	33	32	31	

1	20	21	22	23	24	
2	19	14	13	12	25	
3	18	15	10	11	26	
4	17	16	9	28	27	
5	6	7	8	29	30	
0	35	34	33	32	31	

1	14	15	20	21	22	
2	13	16	19	24	23	
3	12	17	18	25	26	
4	11	10	9	28	27	
5	6	7	8	29	30	
0	35	34	33	32	31	

1	14	15	22	23	24	
2	13	16	21	20	25	
3	12	17	18	19	26	
4	11	10	9	28	27	
5	6	7	8	29	30	
0	35	34	33	32	31	

1	14	15	16	23	24	
2	13	18	17	22	25	
3	12	19	20	21	26	
4	11	10	9	28	27	
5	6	7	8	29	30	
0	35	34	33	32	31	

1	14	15	16	17	18	
2	13	22	21	20	19	
3	12	23	24	25	26	
4	11	10	9	28	27	
5	6	7	8	29	30	
0	35	34	33	32	31	

1	16	17	18	23	24	
2	15	14	19	22	25	
3	12	13	20	21	26	
4	11	10	9	28	27	
5	6	7	8	29	30	
0	35	34	33	32	31	

1	16	17	18	19	20	
2	15	14	23	22	21	
3	12	13	24	25	26	
4	11	10	9	28	27	
5	6	7	8	29	30	
0	35	34	33	32	31	

1	18	19	20	21	22	
2	17	16	15	24	23	
3	12	13	14	25	26	
4	11	10	9	28	27	
5	6	7	8	29	30	
0	35	34	33	32	31	

1	20	21	22	23	24	
2	19	18	17	16	25	
3	12	13	14	15	26	
4	11	10	9	28	27	
5	6	7	8	29	30	
0	35	34	33	32	31	

1	22	23	24	25	26	
2	21	20	13	12	27	
3	18	19	14	11	28	
4	17	16	15	10	29	
5	6	7	8	9	30	
0	35	34	33	32	31	

1	22	23	24	25	26	
2	21	14	13	12	27	
3	20	15	16	11	28	
4	19	18	17	10	29	
5	6	7	8	9	30	
0	35	34	33	32	31	

1	20	21	22	25	26	
2	19	18	23	24	27	
3	16	17	12	11	28	
4	15	14	13	10	29	
5	6	7	8	9	30	
0	35	34	33	32	31	

1	20	21	22	23	24	
2	19	14	13	26	25	
3	18	15	12	27	28	
4	17	16	11	10	29	
5	6	7	8	9	30	
0	35	34	33	32	31	

1	18	19	22	23	24	
2	17	20	21	26	25	
3	16	13	12	27	28	
4	15	14	11	10	29	
5	6	7	8	9	30	
0	35	34	33	32	31	

1	22	23	24	25	26	
2	21	16	15	14	27	
3	20	17	12	13	28	
4	19	18	11	10	29	
5	6	7	8	9	30	
0	35	34	33	32	31	

1	16	17	22	23	24	
2	15	18	21	26	25	
3	14	19	20	27	28	
4	13	12	11	10	29	
5	6	7	8	9	30	
0	35	34	33	32	31	

1	16	17	24	25	26	
2	15	18	23	22	27	
3	14	19	20	21	28	
4	13	12	11	10	29	
5	6	7	8	9	30	
0	35	34	33	32	31	

1	16	17	18	25	26	
2	15	20	19	24	27	
3	14	21	22	23	28	
4	13	12	11	10	29	
5	6	7	8	9	30	
0	35	34	33	32	31	

1	16	17	18	19	20	
2	15	24	23	22	21	
3	14	25	26	27	28	
4	13	12	11	10	29	
5	6	7	8	9	30	
0	35	34	33	32	31	

1	18	19	20	25	26	
2	17	16	21	24	27	
3	14	15	22	23	28	
4	13	12	11	10	29	
5	6	7	8	9	30	
0	35	34	33	32	31	

1	18	19	20	21	22	
2	17	16	25	24	23	
3	14	15	26	27	28	
4	13	12	11	10	29	
5	6	7	8	9	30	
0	35	34	33	32	31	

1	20	21	22	23	24	
2	19	18	17	26	25	
3	14	15	16	27	28	
4	13	12	11	10	29	
5	6	7	8	9	30	
0	35	34	33	32	31	

1	22	23	24	25	26	
2	21	20	19	18	27	
3	14	15	16	17	28	
4	13	12	11	10	29	
5	6	7	8	9	30	
0	35	34	33	32	31	

1	8	9	18	19	20	
2	7	10	17	22	21	
3	6	11	16	23	24	
4	5	12	15	26	25	
35	34	13	14	27	28	
0	33	32	31	30	29	

1	8	9	20	21	22	
2	7	10	19	18	23	
3	6	11	16	17	24	
4	5	12	15	26	25	
35	34	13	14	27	28	
0	33	32	31	30	29	

1	8	9	20	21	22	
2	7	10	19	24	23	
3	6	11	18	25	26	
4	5	12	17	16	27	
35	34	13	14	15	28	
0	33	32	31	30	29	

1	8	9	22	23	24	
2	7	10	21	20	25	
3	6	11	18	19	26	
4	5	12	17	16	27	
35	34	13	14	15	28	
0	33	32	31	30	29	

1	8	9	16	17	18	
2	7	10	15	20	19	
3	6	11	14	21	22	
4	5	12	13	24	23	
35	34	31	30	25	26	
0	33	32	29	28	27	

1	8	9	18	19	20	
2	7	10	17	16	21	
3	6	11	14	15	22	
4	5	12	13	24	23	
35	34	31	30	25	26	
0	33	32	29	28	27	

1	8	9	14	15	16	
2	7	10	13	18	17	
3	6	11	12	19	20	
4	5	28	27	26	21	
35	34	29	30	25	22	
0	33	32	31	24	23	

1	8	9	14	15	16	
2	7	10	13	18	17	
3	6	11	12	19	20	
4	5	30	29	28	21	
35	34	31	26	27	22	
0	33	32	25	24	23	

1	8	9	14	15	16	
2	7	10	13	18	17	
3	6	11	12	19	20	
4	5	30	29	22	21	
35	34	31	28	23	24	
0	33	32	27	26	25	

1	8	9	14	15	16	
2	7	10	13	18	17	
3	6	11	12	19	20	
4	5	24	23	22	21	
35	34	25	26	27	28	
0	33	32	31	30	29	

1	8	9	22	23	24	
2	7	10	21	20	25	
3	6	11	12	19	26	
4	5	14	13	18	27	
35	34	15	16	17	28	
0	33	32	31	30	29	

1	8	9	16	17	18	
2	7	10	15	14	19	
3	6	11	12	13	20	
4	5	28	27	26	21	
35	34	29	30	25	22	
0	33	32	31	24	23	

1	8	9	16	17	18	
2	7	10	15	14	19	
3	6	11	12	13	20	
4	5	30	29	28	21	
35	34	31	26	27	22	
0	33	32	25	24	23	

1	8	9	16	17	18	
2	7	10	15	14	19	
3	6	11	12	13	20	
4	5	30	29	22	21	
35	34	31	28	23	24	
0	33	32	27	26	25	

1	8	9	16	17	18	
2	7	10	15	14	19	
3	6	11	12	13	20	
4	5	24	23	22	21	
35	34	25	26	27	28	
0	33	32	31	30	29	

1	8	9	12	13	14	
2	7	10	11	16	15	
3	6	27	26	17	18	
4	5	28	25	24	19	
35	34	29	30	23	20	
0	33	32	31	22	21	

1	8	9	12	13	14	
2	7	10	11	16	15	
3	6	29	28	17	18	
4	5	30	27	26	19	
35	34	31	24	25	20	
0	33	32	23	22	21	

1	8	9	12	13	14	
2	7	10	11	16	15	
3	6	29	28	17	18	
4	5	30	27	20	19	
35	34	31	26	21	22	
0	33	32	25	24	23	

1	8	9	12	13	14	
2	7	10	11	16	15	
3	6	23	22	17	18	
4	5	24	21	20	19	
35	34	25	26	27	28	
0	33	32	31	30	29	

1	8	9	10	21	22	
2	7	12	11	20	23	
3	6	13	18	19	24	
4	5	14	17	26	25	
35	34	15	16	27	28	
0	33	32	31	30	29	

1	8	9	10	23	24	
2	7	12	11	22	25	
3	6	13	20	21	26	
4	5	14	19	18	27	
35	34	15	16	17	28	
0	33	32	31	30	29	

1	8	9	10	19	20	
2	7	12	11	18	21	
3	6	13	16	17	22	
4	5	14	15	24	23	
35	34	31	30	25	26	
0	33	32	29	28	27	

1	8	9	10	23	24	
2	7	12	11	22	25	
3	6	13	14	21	26	
4	5	16	15	20	27	
35	34	17	18	19	28	
0	33	32	31	30	29	

1	8	9	10	17	18	
2	7	12	11	16	19	
3	6	13	14	15	20	
4	5	28	27	26	21	
35	34	29	30	25	22	
0	33	32	31	24	23	

1	8	9	10	17	18	
2	7	12	11	16	19	
